,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-23,2024-09-30,$0.25,$0.29
1,2024-07-24,2024-06-30,$0.17,$0.24
2,2024-04-24,2024-03-31,$0.01,$0.06
3,2024-02-21,2023-12-31,$0.15,$0.14
4,2023-10-25,2023-09-30,$0.13,$0.28
5,2023-07-26,2023-06-30,$0.11,$0.25
6,2023-04-26,2023-03-31,$-0.07,$0.00
7,2023-02-22,2022-12-31,$-0.01,$0.02
8,2022-10-26,2022-09-30,$0.05,$0.09
9,2022-07-27,2022-06-30,$0.06,$0.02
10,2022-04-26,2022-03-31,$-0.03,$-0.11
11,2022-02-23,2021-12-31,$0.05,$0.01
12,2021-10-27,2021-09-30,$0.11,$0.19
13,2021-07-28,2021-06-30,$0.12,$0.07
14,2021-04-29,2021-03-31,$0.01,$-0.02
15,2021-02-23,2020-12-31,$0.15,$0.14
16,2020-10-29,2020-09-30,$0.09,$0.17
17,2020-07-30,2020-06-30,$0.09,$0.19
18,2020-04-30,2020-03-31,$0.03,$-0.01
19,2020-03-12,2019-12-31,$0.05,$0.11
20,2019-11-01,2019-09-30,$0.07,$0.06
21,2019-08-01,2019-06-30,$0.06,$0.06
22,2019-05-02,2019-03-31,$0.16,$0.16
23,2019-03-07,2018-12-31,$0.05,$0.01
24,2018-11-05,2018-09-30,$0.05,$0.05
25,2018-08-07,2018-06-30,$0.06,$0.12
26,2018-06-06,2018-03-31,$0.09,$0.08
