,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-31,2024-09-30,$0.84,$0.85
1,2024-08-01,2024-06-30,$0.72,$0.74
2,2024-05-01,2024-03-31,$0.52,$0.59
3,2024-02-21,2023-12-31,$0.72,$0.75
4,2023-11-02,2023-09-30,$0.73,$0.74
5,2023-08-03,2023-06-30,$0.61,$0.63
6,2023-05-03,2023-03-31,$0.51,$0.45
7,2023-02-22,2022-12-31,$0.66,$0.65
8,2022-11-03,2022-09-30,$0.81,$0.84
9,2022-08-04,2022-06-30,$0.79,$0.86
10,2022-05-04,2022-03-31,$0.49,$0.76
11,2022-02-23,2021-12-31,$0.58,$0.76
12,2021-11-04,2021-09-30,$0.57,$0.80
13,2021-08-05,2021-06-30,$0.53,$0.68
14,2021-05-05,2021-03-31,$0.18,$0.48
15,2021-02-25,2020-12-31,$0.22,$0.45
16,2020-10-29,2020-09-30,$0.09,$0.30
17,2020-07-30,2020-06-30,$-0.29,$-0.99
18,2020-04-29,2020-03-31,$0.10,$0.06
19,2020-02-20,2019-12-31,$0.41,$0.41
20,2019-10-31,2019-09-30,$0.53,$0.53
21,2019-08-01,2019-06-30,$0.55,$0.57
22,2019-05-01,2019-03-31,$0.16,$0.16
23,2019-02-21,2018-12-31,$0.44,$0.43
24,2018-11-01,2018-09-30,$0.56,$0.57
25,2018-08-02,2018-06-30,$0.48,$0.52
26,2018-05-02,2018-03-31,$0.36,$0.34
27,2018-02-22,2017-12-31,$0.31,$0.31
28,2017-11-02,2017-09-30,$0.51,$0.53
29,2017-08-03,2017-06-30,$0.48,$0.49
30,2017-05-03,2017-03-31,$0.35,$0.39
31,2017-02-23,2016-12-31,$0.29,$0.32
32,2016-11-03,2016-09-30,$0.51,$0.50
33,2016-07-27,2016-06-30,$0.42,$0.41
34,2016-05-04,2016-03-31,$0.29,$0.28
35,2016-02-24,2015-12-31,$0.28,$0.28
36,2015-11-12,2015-09-30,$0.51,$0.52
37,2015-07-31,2015-06-30,$0.44,$0.42
38,2015-05-14,2015-03-31,$0.23,$0.24
39,2015-02-04,2014-12-31,$-0.15,$-0.16
