,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,--,$-1.56
1,2024-08-01,2024-06-30,--,$-0.76
2,2024-04-29,2024-03-31,--,$-0.83
3,2024-02-06,2023-12-31,--,$0.56
4,2023-11-01,2023-09-30,$0.07,$-0.90
5,2023-08-01,2023-06-30,$0.07,$0.24
6,2023-05-01,2023-03-31,$0.05,$3.06
7,2023-02-02,2022-12-31,$0.05,$-2.05
8,2022-11-01,2022-09-30,$0.09,$-0.10
9,2022-08-02,2022-06-30,$-0.22,$-9.28
10,2022-05-03,2022-03-31,$0.15,$-1.04
11,2022-02-01,2021-12-31,$0.16,$-0.84
12,2021-10-28,2021-09-30,$0.11,$0.19
13,2021-07-29,2021-06-30,$0.06,$0.08
14,2021-04-29,2021-03-31,$-0.07,$0.11
15,2021-01-28,2020-12-31,--,$0.19
16,2020-10-27,2020-09-30,$0.00,$0.18
17,2020-07-28,2020-06-30,$0.06,$0.04
18,2020-04-28,2020-03-31,$0.07,$0.01
19,2020-01-28,2019-12-31,$0.09,$0.12
20,2019-10-29,2019-09-30,$0.07,$0.09
21,2019-07-30,2019-06-30,$0.01,$-0.01
22,2019-04-30,2019-03-31,$0.02,$-0.08
23,2019-01-29,2018-12-31,$0.12,$0.03
24,2018-10-25,2018-09-30,$0.02,$0.08
25,2018-07-26,2018-06-30,$0.02,$0.04
26,2018-04-26,2018-03-31,$0.04,$0.02
27,2018-01-25,2017-12-31,$0.14,$0.16
28,2017-10-26,2017-09-30,$0.10,$0.16
29,2017-07-27,2017-06-30,$0.16,$0.10
30,2017-04-27,2017-03-31,$0.17,$0.13
31,2017-01-31,2016-12-31,$0.26,$0.27
32,2016-10-27,2016-09-30,$0.17,$0.23
33,2016-07-28,2016-06-30,$0.22,$0.16
34,2016-04-27,2016-03-31,$0.19,$0.12
35,2016-01-27,2015-12-31,$0.23,$0.34
36,2015-10-26,2015-09-30,$0.20,$0.21
37,2015-07-27,2015-06-30,$0.14,$0.20
38,2015-04-28,2015-03-31,$0.11,$0.18
39,2015-01-26,2014-12-31,$0.14,$0.23
