,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-17,2024-09-30,$1.24,$1.56
1,2024-07-18,2024-06-30,$1.18,$1.47
2,2024-04-18,2024-03-31,$1.09,$1.16
3,2024-01-23,2023-12-31,$1.18,$1.18
4,2023-10-19,2023-09-30,$1.13,$1.16
5,2023-07-20,2023-06-30,$1.02,$1.18
6,2023-04-18,2023-03-31,$0.94,$1.00
7,2023-01-24,2022-12-31,$1.03,$0.91
8,2022-10-18,2022-09-30,$0.91,$0.90
9,2022-07-21,2022-06-30,$1.04,$0.85
10,2022-04-21,2022-03-31,$0.93,$1.00
11,2022-01-20,2021-12-31,$1.04,$1.04
12,2021-10-19,2021-09-30,$1.03,$1.04
13,2021-07-20,2021-06-30,$0.92,$1.42
14,2021-04-20,2021-03-31,$0.68,$1.17
15,2021-01-21,2020-12-31,$0.86,$1.01
16,2020-10-15,2020-09-30,$0.54,$0.87
17,2020-07-21,2020-06-30,$0.20,$0.19
18,2020-04-16,2020-03-31,$0.73,$0.87
19,2020-01-23,2019-12-31,$0.92,$1.00
20,2019-10-17,2019-09-30,$0.78,$1.11
21,2019-07-18,2019-06-30,$0.74,$0.89
22,2019-04-18,2019-03-31,$0.75,$0.85
23,2019-01-24,2018-12-31,$0.83,$0.82
24,2018-10-18,2018-09-30,$0.75,$0.75
25,2018-07-19,2018-06-30,$0.67,$0.72
26,2018-04-17,2018-03-31,$0.55,$0.81
27,2018-01-25,2017-12-31,$0.65,$0.69
28,2017-10-19,2017-09-30,$0.54,$0.85
29,2017-07-20,2017-06-30,$0.54,$0.56
30,2017-04-18,2017-03-31,$0.44,$0.52
31,2017-01-24,2016-12-31,$0.58,$0.59
32,2016-10-18,2016-09-30,$0.48,$0.60
33,2016-07-19,2016-06-30,$0.47,$0.54
34,2016-04-19,2016-03-31,$0.38,$0.41
35,2016-01-21,2015-12-31,$0.46,$0.58
36,2015-10-20,2015-09-30,$0.40,$0.50
37,2015-07-21,2015-06-30,$0.36,$0.42
38,2015-04-21,2015-03-31,$0.32,$0.31
39,2015-01-22,2014-12-31,$0.38,$0.46
